1,1,1
1.01,1.01,1
1.02,1.02,1
1.04,1.04,1
1.05,1.05,1
1.06,1.06,1
1.07,1.07,1
1.09,1.09,1
1.1,1.1,1
1.11,1.11,1
1.13,1.13,1
1.14,1.14,1
1.15,1.15,1
1.17,1.17,1
1.18,1.18,1
1.2,1.2,1
1.21,1.21,1
1.23,1.23,1
1.24,1.24,1
1.26,1.26,1
1.27,1.27,1
1.29,1.29,1
1.3,1.3,1
1.32,1.32,1
1.33,1.33,1
1.35,1.35,1
1.37,1.37,1
1.38,1.38,1
1.4,1.4,1
1.42,1.42,1
1.43,1.43,1
1.45,1.45,1
1.47,1.47,1
1.49,1.49,1
1.5,1.5,1
1.52,1.52,1
1.54,1.54,1
1.56,1.56,1
1.58,1.58,1
1.6,1.6,1
1.62,1.62,1
1.64,1.64,1
1.65,1.65,1
1.67,1.67,1
1.69,1.69,1
1.72,1.72,1
1.74,1.74,1
1.76,1.76,1
1.78,1.78,1
1.8,1.8,1
1.82,1.82,1
1.84,1.84,1
1.87,1.87,1
1.89,1.89,1
1.91,1.91,1
1.93,1.93,1
1.96,1.96,1
1.98,1.98,1
2,2,1
2.03,2.03,1
2.05,2.05,1
2.08,2.08,1
2.1,2.1,1
2.13,2.13,1
2.15,2.15,1
2.18,2.18,1
2.21,2.21,1
2.23,2.23,1
2.26,2.26,1
2.29,2.29,1
2.32,2.32,1
2.34,2.34,1
2.37,2.37,1
2.4,2.4,1
2.43,2.43,1
2.46,2.46,1
2.49,2.49,1
2.52,2.52,1
2.55,2.55,1
2.58,2.58,1
2.61,2.61,1
2.64,2.64,1
2.67,2.67,1
2.71,2.71,1
2.74,2.74,1
2.77,2.77,1
2.8,2.8,1
2.84,2.84,1
2.87,2.87,1
2.91,2.91,1
2.94,2.94,1
2.98,2.98,1
3.01,3.01,1
3.05,3.05,1
3.09,3.09,1
3.12,3.12,1
3.16,3.16,1
3.2,3.2,1
3.24,3.24,1
3.28,3.28,1
3.32,3.32,1
3.36,3.36,1
3.4,3.4,1
3.44,3.44,1
3.48,3.48,1
3.52,3.52,1
3.57,3.57,1
3.61,3.61,1
3.65,3.65,1
3.7,3.7,1
3.74,3.74,1
3.79,3.79,1
3.83,3.83,1
3.88,3.88,1
3.92,3.92,1
3.97,3.97,1
4.02,4.02,1
4.07,4.07,1
4.12,4.12,1
4.17,4.17,1
4.22,4.22,1
4.27,4.27,1
4.32,4.32,1
4.37,4.37,1
4.42,4.42,1
4.48,4.48,1
4.53,4.53,1
4.59,4.59,1
4.64,4.64,1
4.7,4.7,1
4.75,4.75,1
4.81,4.81,1
4.87,4.87,1
4.93,4.93,1
4.99,4.99,1
5.05,5.05,1
5.11,5.11,1
5.17,5.17,1
5.23,5.23,1
5.3,5.3,1
5.36,5.36,1
5.42,5.42,1
5.49,5.49,1
5.56,5.56,1
5.62,5.62,1
5.69,5.69,1
5.76,5.76,1
5.83,5.83,1
5.9,5.9,1
5.97,5.97,1
6.04,6.04,1
6.12,6.12,1
6.19,6.19,1
6.26,6.26,1
6.34,6.34,1
6.42,6.42,1
6.49,6.49,1
6.57,6.57,1
6.65,6.65,1
6.73,6.73,1
6.81,6.81,1
6.9,6.9,1
6.98,6.98,1
7.06,7.06,1
7.15,7.15,1
7.23,7.23,1
7.32,7.32,1
7.41,7.41,1
7.5,7.5,1
7.59,7.59,1
7.68,7.68,1
7.77,7.77,1
7.87,7.87,1
7.96,7.96,1
8.06,8.06,1
8.16,8.16,1
8.25,8.25,1
8.35,8.35,1
8.45,8.45,1
8.56,8.56,1
8.66,8.66,1
8.76,8.76,1
8.87,8.87,1
8.98,8.98,1
9.09,9.09,1
9.2,9.2,1
9.31,9.31,1
9.42,9.42,1
9.53,9.53,1
9.65,9.65,1
9.76,9.76,1
9.8,9.8,1
10,1,10
10.1,1.01,10
10.2,1.02,10
10.4,1.04,10
10.5,1.05,10
10.6,1.06,10
10.7,1.07,10
10.9,1.09,10
11,1.1,10
11.1,1.11,10
11.3,1.13,10
11.4,1.14,10
11.5,1.15,10
11.7,1.17,10
11.8,1.18,10
12,1.2,10
12.1,1.21,10
12.3,1.23,10
12.4,1.24,10
12.6,1.26,10
12.7,1.27,10
12.9,1.29,10
13,1.3,10
13.2,1.32,10
13.3,1.33,10
13.5,1.35,10
13.7,1.37,10
13.8,1.38,10
14,1.4,10
14.2,1.42,10
14.3,1.43,10
14.5,1.45,10
14.7,1.47,10
14.9,1.49,10
15,1.5,10
15.2,1.52,10
15.4,1.54,10
15.6,1.56,10
15.8,1.58,10
16,1.6,10
16.2,1.62,10
16.4,1.64,10
16.5,1.65,10
16.7,1.67,10
16.9,1.69,10
17.2,1.72,10
17.4,1.74,10
17.6,1.76,10
17.8,1.78,10
18,1.8,10
18.2,1.82,10
18.4,1.84,10
18.7,1.87,10
18.9,1.89,10
19.1,1.91,10
19.3,1.93,10
19.6,1.96,10
19.8,1.98,10
20,2,10
20.3,2.03,10
20.5,2.05,10
20.8,2.08,10
21,2.1,10
21.3,2.13,10
21.5,2.15,10
21.8,2.18,10
22.1,2.21,10
22.3,2.23,10
22.6,2.26,10
22.9,2.29,10
23.2,2.32,10
23.4,2.34,10
23.7,2.37,10
24,2.4,10
24.3,2.43,10
24.6,2.46,10
24.9,2.49,10
25.2,2.52,10
25.5,2.55,10
25.8,2.58,10
26.1,2.61,10
26.4,2.64,10
26.7,2.67,10
27.1,2.71,10
27.4,2.74,10
27.7,2.77,10
28,2.8,10
28.4,2.84,10
28.7,2.87,10
29.1,2.91,10
29.4,2.94,10
29.8,2.98,10
30.1,3.01,10
30.5,3.05,10
30.9,3.09,10
31.2,3.12,10
31.6,3.16,10
32,3.2,10
32.4,3.24,10
32.8,3.28,10
33.2,3.32,10
33.6,3.36,10
34,3.4,10
34.4,3.44,10
34.8,3.48,10
35.2,3.52,10
35.7,3.57,10
36.1,3.61,10
36.5,3.65,10
37,3.7,10
37.4,3.74,10
37.9,3.79,10
38.3,3.83,10
38.8,3.88,10
39.2,3.92,10
39.7,3.97,10
40.2,4.02,10
40.7,4.07,10
41.2,4.12,10
41.7,4.17,10
42.2,4.22,10
42.7,4.27,10
43.2,4.32,10
43.7,4.37,10
44.2,4.42,10
44.8,4.48,10
45.3,4.53,10
45.9,4.59,10
46.4,4.64,10
47,4.7,10
47.5,4.75,10
48.1,4.81,10
48.7,4.87,10
49.3,4.93,10
49.9,4.99,10
50.5,5.05,10
51.1,5.11,10
51.7,5.17,10
52.3,5.23,10
53,5.3,10
53.6,5.36,10
54.2,5.42,10
54.9,5.49,10
55.6,5.56,10
56.2,5.62,10
56.9,5.69,10
57.6,5.76,10
58.3,5.83,10
59,5.9,10
59.7,5.97,10
60.4,6.04,10
61.2,6.12,10
61.9,6.19,10
62.6,6.26,10
63.4,6.34,10
64.2,6.42,10
64.9,6.49,10
65.7,6.57,10
66.5,6.65,10
67.3,6.73,10
68.1,6.81,10
69,6.9,10
69.8,6.98,10
70.6,7.06,10
71.5,7.15,10
72.3,7.23,10
73.2,7.32,10
74.1,7.41,10
75,7.5,10
75.9,7.59,10
76.8,7.68,10
77.7,7.77,10
78.7,7.87,10
79.6,7.96,10
80.6,8.06,10
81.6,8.16,10
82.5,8.25,10
83.5,8.35,10
84.5,8.45,10
85.6,8.56,10
86.6,8.66,10
87.6,8.76,10
88.7,8.87,10
89.8,8.98,10
90.9,9.09,10
92,9.2,10
93.1,9.31,10
94.2,9.42,10
95.3,9.53,10
96.5,9.65,10
97.6,9.76,10
98,9.8,10
100,1,100
101,1.01,100
102,1.02,100
104,1.04,100
105,1.05,100
106,1.06,100
107,1.07,100
109,1.09,100
110,1.1,100
111,1.11,100
113,1.13,100
114,1.14,100
115,1.15,100
117,1.17,100
118,1.18,100
120,1.2,100
121,1.21,100
123,1.23,100
124,1.24,100
126,1.26,100
127,1.27,100
129,1.29,100
130,1.3,100
132,1.32,100
133,1.33,100
135,1.35,100
137,1.37,100
138,1.38,100
140,1.4,100
142,1.42,100
143,1.43,100
145,1.45,100
147,1.47,100
149,1.49,100
150,1.5,100
152,1.52,100
154,1.54,100
156,1.56,100
158,1.58,100
160,1.6,100
162,1.62,100
164,1.64,100
165,1.65,100
167,1.67,100
169,1.69,100
172,1.72,100
174,1.74,100
176,1.76,100
178,1.78,100
180,1.8,100
182,1.82,100
184,1.84,100
187,1.87,100
189,1.89,100
191,1.91,100
193,1.93,100
196,1.96,100
198,1.98,100
200,2,100
203,2.03,100
205,2.05,100
208,2.08,100
210,2.1,100
213,2.13,100
215,2.15,100
218,2.18,100
221,2.21,100
223,2.23,100
226,2.26,100
229,2.29,100
232,2.32,100
234,2.34,100
237,2.37,100
240,2.4,100
243,2.43,100
246,2.46,100
249,2.49,100
252,2.52,100
255,2.55,100
258,2.58,100
261,2.61,100
264,2.64,100
267,2.67,100
271,2.71,100
274,2.74,100
