1,1,1
1.1,1.1,1
1.2,1.2,1
1.3,1.3,1
1.5,1.5,1
1.6,1.6,1
1.8,1.8,1
2,2,1
2.2,2.2,1
2.4,2.4,1
2.7,2.7,1
3,3,1
3.3,3.3,1
3.6,3.6,1
3.9,3.9,1
4.3,4.3,1
4.7,4.7,1
5.1,5.1,1
5.6,5.6,1
6.2,6.2,1
6.8,6.8,1
7.5,7.5,1
8.2,8.2,1
9.1,9.1,1
10,1,10
11,1.1,10
12,1.2,10
13,1.3,10
15,1.5,10
16,1.6,10
18,1.8,10
20,2,10
22,2.2,10
24,2.4,10
27,2.7,10
30,3,10
33,3.3,10
36,3.6,10
39,3.9,10
43,4.3,10
47,4.7,10
51,5.1,10
56,5.6,10
62,6.2,10
68,6.8,10
75,7.5,10
82,8.2,10
91,9.1,10
100,1,100
110,1.1,100
120,1.2,100
130,1.3,100
150,1.5,100
160,1.6,100
180,1.8,100
200,2,100
220,2.2,100
240,2.4,100
270,2.7,100
300,3,100
330,3.3,100
360,3.6,100
390,3.9,100
430,4.3,100
470,4.7,100
510,5.1,100
560,5.6,100
620,6.2,100
680,6.8,100
750,7.5,100
820,8.2,100
910,9.1,100
1000,1,1000
1100,1.1,1000
1200,1.2,1000
1300,1.3,1000
1500,1.5,1000
1600,1.6,1000
1800,1.8,1000
2000,2,1000
2200,2.2,1000
2400,2.4,1000
2700,2.7,1000
3000,3,1000
3300,3.3,1000
3600,3.6,1000
3900,3.9,1000
4300,4.3,1000
4700,4.7,1000
5100,5.1,1000
5600,5.6,1000
6200,6.2,1000
6800,6.8,1000
7500,7.5,1000
8200,8.2,1000
9100,9.1,1000
10000,1,10000
11000,1.1,10000
12000,1.2,10000
13000,1.3,10000
15000,1.5,10000
16000,1.6,10000
18000,1.8,10000
20000,2,10000
22000,2.2,10000
24000,2.4,10000
27000,2.7,10000
30000,3,10000
33000,3.3,10000
36000,3.6,10000
39000,3.9,10000
43000,4.3,10000
47000,4.7,10000
51000,5.1,10000
56000,5.6,10000
62000,6.2,10000
68000,6.8,10000
75000,7.5,10000
82000,8.2,10000
91000,9.1,10000
100000,1,100000
110000,1.1,100000
120000,1.2,100000
130000,1.3,100000
150000,1.5,100000
160000,1.6,100000
180000,1.8,100000
200000,2,100000
220000,2.2,100000
240000,2.4,100000
270000,2.7,100000
300000,3,100000
330000,3.3,100000
360000,3.6,100000
390000,3.9,100000
430000,4.3,100000
470000,4.7,100000
510000,5.1,100000
560000,5.6,100000
620000,6.2,100000
680000,6.8,100000
750000,7.5,100000
820000,8.2,100000
910000,9.1,100000
1000000,1,1000000
1100000,1.1,1000000
1200000,1.2,1000000
1300000,1.3,1000000
1500000,1.5,1000000
1600000,1.6,1000000
1800000,1.8,1000000
2000000,2,1000000
2200000,2.2,1000000
2400000,2.4,1000000
2700000,2.7,1000000
3000000,3,1000000
3300000,3.3,1000000
3600000,3.6,1000000
3900000,3.9,1000000
4300000,4.3,1000000
4700000,4.7,1000000
5100000,5.1,1000000
5600000,5.6,1000000
6200000,6.2,1000000
6800000,6.8,1000000
7500000,7.5,1000000
8200000,8.2,1000000
9100000,9.1,1000000
10000000,1,10000000
,1.1,10000000
,1.2,10000000
,1.3,10000000
,1.5,10000000
,1.6,10000000
,1.8,10000000
,2,10000000
,2.2,10000000
,2.4,10000000
,2.7,10000000
,3,10000000
,3.3,10000000
,3.6,10000000
,3.9,10000000
,4.3,10000000
,4.7,10000000
,5.1,10000000
,5.6,10000000
,6.2,10000000
,6.8,10000000
,7.5,10000000
,8.2,10000000
,9.1,10000000
